ad_id;Street;City_Code
22859;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22860;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22861;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22862;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22863;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22864;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22865;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22866;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22867;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22868;Hirschzell; Kaufbeuren (87600);Hirschzell,  Kaufbeuren (87600);3.9179
22869;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22870;Oberbeuren; Kaufbeuren (87600);Oberbeuren,  Kaufbeuren (87600);3.5167
22871;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22872;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22873;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22874;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22875;Kaufbeuren; Kaufbeuren (87600);Kaufbeuren,  Kaufbeuren (87600);3.9258
22876;Untere Bleiche 6; Kaufbeuren (87600);Untere Bleiche 6,  Kaufbeuren (87600);3.9195
22877;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22878;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22879;Neugablonz; Kaufbeuren (87600);Neugablonz,  Kaufbeuren (87600);3.8649
22880;Salzstrasse; Kaufbeuren (87600);Salzstrasse,  Kaufbeuren (87600);3.5117
22881;Siebenburger Weg; Kaufbeuren (87600);Siebenburger Weg,  Kaufbeuren (87600);3.8969
22882;Herzog-Friedrich-Str. 3; Kaufbeuren (87600);Herzog-Friedrich-Str. 3,  Kaufbeuren (87600);3.8993
22883;Hausen; Mauerstetten (87665);Hausen,  Mauerstetten (87665);3.8781
22884;Mauerstetten; Mauerstetten (87665);Mauerstetten,  Mauerstetten (87665);3.8631
22885;Mauerstetten; Mauerstetten (87665);Mauerstetten,  Mauerstetten (87665);3.8631
22886;Hausen 8a; Mauerstetten (87665);Hausen 8a,  Mauerstetten (87665);3.8781
22887;Apfeltrang; Ruderatshofen (87674);Apfeltrang,  Ruderatshofen (87674);3.4127
22888;Biessenhofen; Biessenhofen (87640);Biessenhofen,  Biessenhofen (87640);3.3485
22889;Biessenhofen; Biessenhofen (87640);Biessenhofen,  Biessenhofen (87640);3.3485
22890;Mauerstetten; Mauerstetten (87665);Mauerstetten,  Mauerstetten (87665);3.8631
22891;Apfeltrang; Ruderatshofen / Apfeltrang (87674);Apfeltrang,  Ruderatshofen / Apfeltrang (87674);3.4141
22892;Leinau; Pforzen (87666);Leinau,  Pforzen (87666);3.892
22893;Obergermaringen; Germaringen (87656);Obergermaringen,  Germaringen (87656);3.7962
22894;Mauerstetten; Mauerstetten (87665);Mauerstetten,  Mauerstetten (87665);3.8631
22895;Mauerstetten; Mauerstetten (87665);Mauerstetten,  Mauerstetten (87665);3.8631
22896;Biessenhofen; Biessenhofen (87640);Biessenhofen,  Biessenhofen (87640);3.3485
22897;Friesenried; Friesenried (87654);Friesenried,  Friesenried (87654);3.5681
22898;Hammerschmiede; Pforzen (87666);Hammerschmiede,  Pforzen (87666);3.8944
22899;Thalhofen; Stöttwang / Thalhofen an der Gennach (87677);Thalhofen,  Stöttwang / Thalhofen an der Gennach (87677);3.8255
22900;Biessenhofen; Biessenhofen (87640);Biessenhofen,  Biessenhofen (87640);3.3485
22901;Biessenhofen; Biessenhofen (87640);Biessenhofen,  Biessenhofen (87640);3.3485
22902;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22903;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22904;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22905;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22906;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22907;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22908;St. Hubert; Kempen (47906);St. Hubert,  Kempen (47906);3.4624
22909;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22910;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22911;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22912;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22913;St. Hubert; Kempen-St. Hubert (47906);St. Hubert,  Kempen-St. Hubert (47906);3.4579
22914;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22915;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22916;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22917;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22918;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22919;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22920;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22921;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22922;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22923;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22924;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22925;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22926;Schmalbroich / Unterweiden; Niederrhein (47906);Schmalbroich / Unterweiden,  Niederrhein (47906);
22927;St. Hubert; Kempen (47906);St. Hubert,  Kempen (47906);3.4624
22928;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22929;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22930;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22931;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22932;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22933;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22934;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22935;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22936;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22937;St. Hubert; Kempen / Sankt Hubert (47906);St. Hubert,  Kempen / Sankt Hubert (47906);
22938;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22939;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22940;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22941;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22942;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22943;Tönisberg; Kempen (47906);Tönisberg,  Kempen (47906);3.4179
22944;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22945;St. Hubert; Kempen (47906);St. Hubert,  Kempen (47906);3.4624
22946;St. Hubert; Kempen (47906);St. Hubert,  Kempen (47906);3.4624
22947;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22948;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22949;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22950;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22951;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22952;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22953;St. Hubert; Kempen / Sankt Hubert (47906);St. Hubert,  Kempen / Sankt Hubert (47906);
22954;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22955;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22956;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22957;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22958;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22959;St. Hubert; Kempen-St. Hubert (47906);St. Hubert,  Kempen-St. Hubert (47906);3.4558
22960;Kempen; Kempen (47906);Kempen,  Kempen (47906);3.4961
22961;Wachtendonk; Wachtendonk (47669);Wachtendonk,  Wachtendonk (47669);3.6376
22962;Kernaltstadt; Heidelberg (69118);Kernaltstadt,  Heidelberg (69118);
22963;Bergheim - West; Heidelberg (69115);Bergheim - West,  Heidelberg (69115);
22964;Bergheim - West; Heidelberg (69115);Bergheim - West,  Heidelberg (69115);
22965;Handschuhshein - Ost; Heidelberg (69121);Handschuhshein - Ost,  Heidelberg (69121);
22966;Wieblingen - Mitte; Heidelberg (69123);Wieblingen - Mitte,  Heidelberg (69123);3.5371
22967;Max-Jarecki-Str. 16; Heidelberg (69115);Max-Jarecki-Str. 16,  Heidelberg (69115);3.495
22968;Robert-Koch-Str. 5; Heidelberg (69115);Robert-Koch-Str. 5,  Heidelberg (69115);3.4965
22969;Langer Anger 34; Heidelberg (69115);Langer Anger 34,  Heidelberg (69115);3.496
22970;Voraltstadt; Heidelberg (69117);Voraltstadt,  Heidelberg (69117);
22971;Schlierbach - Ost; Heidelberg (69118);Schlierbach - Ost,  Heidelberg (69118);
22972;Ziegelhausen - West; Heidelberg-Ziegelhausen (69118);Ziegelhausen - West,  Heidelberg-Ziegelhausen (69118);
22973;Ziegelhausen - Ost; Heidelberg / Ziegelhausen (69118);Ziegelhausen - Ost,  Heidelberg / Ziegelhausen (69118);
22974;Golo-Mann-Strasse 3; Heidelberg (69126);Golo-Mann-Strasse 3,  Heidelberg (69126);3.488
22975;Bergheim - West; Heidelberg (69115);Bergheim - West,  Heidelberg (69115);
22976;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22977;Bruchhäuser Weg; Heidelberg (69124);Bruchhäuser Weg,  Heidelberg (69124);3.5307
22978;Eppelheimerstrasse 69; Heidelberg (69123);Eppelheimerstrasse 69,  Heidelberg (69123);3.5377
22979;Handschuhshein - Ost; Heidelberg / Handschuhsheim (69121);Handschuhshein - Ost,  Heidelberg / Handschuhsheim (69121);
22980;Silcherweg 1; Eppelheim (69124);Silcherweg 1,  Eppelheim (69124);3.5958
22981;Ziegelhausen - Ost; Heidelberg (69118);Ziegelhausen - Ost,  Heidelberg (69118);
22982;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22983;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22984;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22985;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22986;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22987;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22988;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22989;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22990;Sudstadt - Ost; Heidelberg (69126);Sudstadt - Ost,  Heidelberg (69126);
22991;Christian-Bitter-Str. 4/1; Heidelberg (69126);Christian-Bitter-Str. 4/1,  Heidelberg (69126);3.4793
22992;Rohrbach - West; Heidelberg (69126);Rohrbach - West,  Heidelberg (69126);
22993;Handschuhsheim - West; Heidelberg / Handschuhsheim (69121);Handschuhsheim - West,  Heidelberg / Handschuhsheim (69121);3.4611
22994;Bergheim - West; Heidelberg (69115);Bergheim - West,  Heidelberg (69115);
22995;Handschuhsheim - West; Heidelberg / Handschuhsheim (69121);Handschuhsheim - West,  Heidelberg / Handschuhsheim (69121);3.4611
22996;Neuenheim - Mitte; Heidelberg (69120);Neuenheim - Mitte,  Heidelberg (69120);
22997;Ziegelhausen - West; Heidelberg (69118);Ziegelhausen - West,  Heidelberg (69118);
22998;Neuenheim - Mitte; Heidelberg / Neuenheim (69120);Neuenheim - Mitte,  Heidelberg / Neuenheim (69120);
22999;Rohrbach - Hasenleiser; Heidelberg (69126);Rohrbach - Hasenleiser,  Heidelberg (69126);3.4748
23000;Peterstal; Heidelberg (69118);Peterstal,  Heidelberg (69118);3.2693
23001;Handschuhshein - Ost; Heidelberg (69121);Handschuhshein - Ost,  Heidelberg (69121);
23002;Emmertsgrund - Sud; Heidelberg (69126);Emmertsgrund - Sud,  Heidelberg (69126);
26003;Blumenrath; Alsdorf (52477);Blumenrath,  Alsdorf (52477);3.865
26004;Warden; Alsdorf (52477);Warden,  Alsdorf (52477);3.8858
26005;Ofden; Alsdorf (52477);Ofden,  Alsdorf (52477);3.8455
26006;Broicher Siedlung; Alsdorf (52477);Broicher Siedlung,  Alsdorf (52477);3.841
26007;Begau; Alsdorf / Begau (52477);Begau,  Alsdorf / Begau (52477);3.8579
26008;Hoengen; Alsdorf (52477);Hoengen,  Alsdorf (52477);3.9006
26009;Alsdorf; Alsdorf (52477);Alsdorf,  Alsdorf (52477);3.8956
26010;Jahnstrasse 49; Alsdorf (52477);Jahnstrasse 49,  Alsdorf (52477);3.8818
26011;Hoengen; Alsdorf (52477);Hoengen,  Alsdorf (52477);3.9006
26012;Alsdorf; Alsdorf (52477);Alsdorf,  Alsdorf (52477);3.8956
26013;Gleiwitzerstrasse 45; Alsdorf (52477);Gleiwitzerstrasse 45,  Alsdorf (52477);3.8884
26014;Schaufenberg; Alsdorf (52477);Schaufenberg,  Alsdorf (52477);3.8969
26015;Alsdorf; Alsdorf (52477);Alsdorf,  Alsdorf (52477);3.8956
26016;Ofden; Alsdorf (52477);Ofden,  Alsdorf (52477);3.8455
26017;Ofden; Alsdorf (52477);Ofden,  Alsdorf (52477);3.8455
26018;Ofden; Alsdorf (52477);Ofden,  Alsdorf (52477);3.8455
26019;Unknown;Unknown;Unknown, Unknown;
26020;Siersdorf; Aldenhoven (52457);Siersdorf,  Aldenhoven (52457);3.8549
26021;Kinzweiler; Eschweiler / Kinzweiler (52249);Kinzweiler,  Eschweiler / Kinzweiler (52249);3.8672
26022;St. Jöris; Eschweiler (52249);St. Jöris,  Eschweiler (52249);3.8296
26023;Kinzweiler; Eschweiler / Kinzweiler (52249);Kinzweiler,  Eschweiler / Kinzweiler (52249);3.8672
26024;Aldenhoven; Aldenhoven (52457);Aldenhoven,  Aldenhoven (52457);3.842
26025;Kampstrasse 2; Aldenhoven (52457);Kampstrasse 2,  Aldenhoven (52457);3.8461
26026;Broichweiden; Wurselen (52146);Broichweiden,  Wurselen (52146);3.7752
26027;Baesweiler; Baesweiler (52499);Baesweiler,  Baesweiler (52499);3.8723
26028;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26029;Sinsen - Lenkerbeck; Marl (45772);Sinsen - Lenkerbeck,  Marl (45772);3.8127
26030;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26031;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26032;Drewer - Nord; Marl (45772);Drewer - Nord,  Marl (45772);3.9161
26033;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26034;Huls - Nord; Marl (45770);Huls - Nord,  Marl (45770);3.8668
26035;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26036;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26037;Drewer - Nord; Marl (45772);Drewer - Nord,  Marl (45772);3.9161
26038;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26039;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26040;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26041;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26042;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26043;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26044;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26045;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26046;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26047;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26048;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26049;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26050;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26051;Huls - Nord; Marl (45772);Huls - Nord,  Marl (45772);3.8668
26052;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26053;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26054;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26055;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26056;Sinsen - Lenkerbeck; Marl-Sinsen (45770);Sinsen - Lenkerbeck,  Marl-Sinsen (45770);3.8161
26057;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26058;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26059;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26060;Marl - Hamm; Hamm (45772);Marl - Hamm,  Hamm (45772);3.8765
26061;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26062;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26063;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26064;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26065;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26066;Alt-Marl; Marl (45768);Alt-Marl,  Marl (45768);3.8381
26067;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26068;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26069;Alt-Marl; Marl (45768);Alt-Marl,  Marl (45768);3.8381
26070;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26071;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26072;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26073;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26074;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26075;Alt-Marl; Marl (45768);Alt-Marl,  Marl (45768);3.8381
26076;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26077;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26078;Brassert; Marl (45768);Brassert,  Marl (45768);3.8644
26079;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26080;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26081;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26082;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26083;Marl - Hamm; Hamm (45772);Marl - Hamm,  Hamm (45772);3.8765
26084;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26085;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26086;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26087;Drewer - Nord; Marl-Chemezione (45772);Drewer - Nord,  Marl-Chemezione (45772);
26088;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26089;Huls - Sud; Marl (45772);Huls - Sud,  Marl (45772);3.8552
26090;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26091;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26092;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26093;Sinsen - Lenkerbeck; Marl-Sinsen (45770);Sinsen - Lenkerbeck,  Marl-Sinsen (45770);3.8161
26094;Sinsen - Lenkerbeck; Marl-Sinsen (45770);Sinsen - Lenkerbeck,  Marl-Sinsen (45770);3.8161
26095;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26096;Drewer - Nord; Marl (45770);Drewer - Nord,  Marl (45770);3.9161
26097;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26098;Drewer - Sud; Marl / Drewer (45770);Drewer - Sud,  Marl / Drewer (45770);3.9003
26099;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26100;Polsum; Marl (45768);Polsum,  Marl (45768);3.7741
26101;Huls - Nord; Marl (45770);Huls - Nord,  Marl (45770);3.8668
26102;Huls - Nord; Marl (45770);Huls - Nord,  Marl (45770);3.8668
26103;Alt-Marl; Marl (45768);Alt-Marl,  Marl (45768);3.8381
26104;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26105;Sinsen - Lenkerbeck; Marl (45770);Sinsen - Lenkerbeck,  Marl (45770);3.8127
26106;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26107;Stadtmitte; Marl (45768);Stadtmitte,  Marl (45768);
26108;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26109;Alt-Marl; Marl (45768);Alt-Marl,  Marl (45768);3.8381
26110;Marl - Hamm; Marl (45772);Marl - Hamm,  Marl (45772);3.8765
26111;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26112;Stadtmitte; Marl (45770);Stadtmitte,  Marl (45770);
26113;Drewer - Sud; Marl (45770);Drewer - Sud,  Marl (45770);3.9026
26114;Huls - Sud; Marl (45770);Huls - Sud,  Marl (45770);3.8552
26115;Sinsen - Lenkerbeck; Marl / Sinsen (45770);Sinsen - Lenkerbeck,  Marl / Sinsen (45770);3.8161
26116;Kampstr.; Marl (45768);Kampstr.,  Marl (45768);3.931
26117;Paul-Schneider-Str.25; Marl (45770);Paul-Schneider-Str.25,  Marl (45770);3.9117
26118;Martin-Luther-Weg; Kehl (77694);Martin-Luther-Weg,  Kehl (77694);3.8141
26119;Bodersweier; Kehl (77694);Bodersweier,  Kehl (77694);3.6925
26120;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26121;Neumuhl; Kehl / Neumuhl (77694);Neumuhl,  Kehl / Neumuhl (77694);3.7853
26122;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26123;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26124;Martin-Luther-Weg; Kehl (77694);Martin-Luther-Weg,  Kehl (77694);3.8141
26125;Martin-Luther-Weg; Kehl (77694);Martin-Luther-Weg,  Kehl (77694);3.8141
26126;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26127;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26128;Auenheim; Kehl (77694);Auenheim,  Kehl (77694);3.7255
26129;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26130;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26131;Leutesheim; Kehl (77694);Leutesheim,  Kehl (77694);3.655
26132;Kehl - Sundheim; Rhein (77694);Kehl - Sundheim,  Rhein (77694);
26133;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26134;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26135;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26136;Auenheim; Kehl (77694);Auenheim,  Kehl (77694);3.7255
26137;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26138;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26139;Auenheim; Kehl (77694);Auenheim,  Kehl (77694);3.7255
26140;Auenheim; Kehl (77694);Auenheim,  Kehl (77694);3.7255
26141;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26142;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26143;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26144;Leutesheim; Leutesheim (77694);Leutesheim,  Leutesheim (77694);3.66
26145;Leutesheim; Kehl (77694);Leutesheim,  Kehl (77694);3.655
26146;Leutesheim; Kehl (77694);Leutesheim,  Kehl (77694);3.655
26147;Bodersweier; Kehl (77694);Bodersweier,  Kehl (77694);3.6925
26148;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26149;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26150;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26151;Neumuhl; Kehl (77694);Neumuhl,  Kehl (77694);3.7853
26152;Kehl - Sundheim; Rhein (77694);Kehl - Sundheim,  Rhein (77694);
26153;Bodersweier; Kehl (77694);Bodersweier,  Kehl (77694);3.6925
26154;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26155;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26156;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26157;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26158;Odelshofen; Rhein (77694);Odelshofen,  Rhein (77694);
26159;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26160;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26161;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26162;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26163;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26164;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26165;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26166;Goldscheuer; Kehl (77694);Goldscheuer,  Kehl (77694);3.9183
26167;Kehl - Sundheim; Rhein (77694);Kehl - Sundheim,  Rhein (77694);
26168;Kehl - Sundheim; Rhein (77694);Kehl - Sundheim,  Rhein (77694);
26169;Bodersweier; Kehl (77694);Bodersweier,  Kehl (77694);3.6925
26170;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26171;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26172;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26173;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
26174;Kork; Kehl / Kork (77694);Kork,  Kehl / Kork (77694);3.7533
26175;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26176;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26177;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26178;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26179;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26180;Kork; Kehl (77694);Kork,  Kehl (77694);3.7533
26181;Bodersweier; Kehl (77694);Bodersweier,  Kehl (77694);3.6925
26182;Kehl - Sundheim; Kehl (77694);Kehl - Sundheim,  Kehl (77694);3.8046
